mr_id,updated,prod_volume,prod_cost,supl_quality,delivery_delay,quality_sc,mainten_hours,downtime_perc,inv_turnover,stockout_rate,worker_prod,safety_incid,energy_cons,energy_eff,add_proc_time,add_mater_cost
30,2025-10-19 00:14:00,3114,7556.9,81.61,4,82.65,17,1.1,5.65,3.05,59.43,0,60.48,75.87,88.85,329.71
31,2025-10-14 00:14:00,3257,5382.2,80.03,4,86.33,12,5.29,7.6,3.77,54.87,0,43.85,64.64,55.67,255.18
32,2025-11-19 00:14:00,1969,5092.87,84.37,3,82.82,15,1.36,12.14,2.39,60.72,1,61.75,83.57,107.73,321.56
33,2025-10-23 00:14:00,1924,2280.29,91.91,2,84.67,6,6.52,4.34,3.36,41.21,0,27.94,78.98,156.77,237.0
34,2025-10-08 00:14:00,2224,6492.51,89.5,4,95.5,14,4.81,5.9,3.31,53.49,0,31.06,78.95,73.49,206.0
35,2025-11-04 00:14:00,198,6290.97,65.15,1,83.76,4,5.84,10.99,1.11,48.75,0,38.36,70.74,76.81,263.46
36,2025-10-05 00:14:00,984,9326.51,54.46,6,83.21,14,3.27,11.72,5.02,58.47,0,51.18,79.5,73.88,239.21
37,2025-10-26 00:14:00,3866,4384.44,89.34,5,81.76,10,7.56,7.79,4.29,48.85,0,40.38,72.38,121.74,191.11
38,2025-09-24 00:14:00,4144,5438.3,66.33,2,88.72,12,7.08,5.52,2.6,46.15,1,59.89,80.56,113.45,323.49
39,2025-10-04 00:14:00,2250,5498.77,77.75,4,84.09,4,6.17,12.19,1.9,55.41,0,65.4,55.95,95.24,218.89
40,2025-10-25 00:14:00,3076,8154.91,68.3,3,81.75,5,4.74,11.19,3.35,58.76,0,58.99,70.66,72.46,157.99
41,2025-11-03 00:14:00,2811,4809.41,61.98,5,91.61,12,6.16,9.36,3.09,43.32,0,74.28,92.22,102.77,316.41
42,2025-10-25 00:14:00,5000,5558.04,85.41,7,92.1,5,3.59,6.38,3.36,49.39,0,56.24,67.33,53.06,224.79
43,2025-10-22 00:14:00,3619,6215.79,87.59,1,82.0,12,6.71,7.9,3.19,39.42,0,31.75,68.96,104.3,219.61
44,2025-10-19 00:14:00,2372,5373.22,74.23,5,75.67,3,8.3,7.68,3.51,25.02,0,70.45,70.52,126.15,161.73
45,2025-10-01 00:14:00,1544,4107.13,54.09,4,90.04,14,7.14,8.66,4.45,52.0,1,40.92,62.85,62.46,337.05
46,2025-10-13 00:14:00,893,5388.18,74.54,6,81.58,3,3.54,10.9,3.57,56.09,0,63.66,52.92,54.02,185.53
47,2025-10-17 00:14:00,2703,7147.26,83.92,5,88.95,12,5.72,9.76,1.95,52.62,0,73.61,72.69,147.38,252.92
48,2025-11-07 00:14:00,1743,2946.97,65.21,3,75.15,13,2.41,5.85,4.36,30.5,1,56.85,76.36,81.65,295.63
49,2025-10-28 00:14:00,1077,5265.94,81.83,4,89.46,6,6.14,10.75,4.64,46.49,1,27.56,74.47,134.08,271.09
50,2025-09-27 00:14:00,1853,3599.76,79.85,3,78.94,12,5.9,8.63,6.15,27.82,0,36.23,73.55,95.38,247.02
51,2025-10-27 00:14:00,1418,7390.09,85.79,7,88.65,11,1.26,9.37,1.88,63.7,0,69.84,75.43,95.14,164.92
52,2025-10-18 00:14:00,4187,1953.63,81.2,5,85.07,7,2.68,10.93,3.24,39.14,0,47.46,85.23,113.15,209.51
53,2025-10-13 00:14:00,3381,3882.16,70.27,8,80.23,4,4.43,5.78,0.92,62.55,0,51.19,73.1,73.48,259.39
54,2025-11-01 00:14:00,2492,5754.42,91.97,4,82.96,0,4.4,7.93,3.55,59.46,0,61.38,69.26,103.97,210.64
55,2025-11-07 00:14:00,3979,8131.05,78.41,3,88.43,11,2.58,6.94,2.45,40.99,0,60.44,72.19,88.56,260.17
56,2025-11-05 00:14:00,2577,4868.5,79.73,1,85.53,2,5.78,4.86,4.92,38.67,0,54.18,80.79,60.39,284.09
57,2025-10-11 00:14:00,1638,3889.6,70.67,1,87.92,10,5.5,8.69,2.23,53.5,0,46.87,89.12,110.12,298.13
58,2025-10-19 00:14:00,4023,8762.31,75.57,1,94.88,8,4.61,13.02,1.31,41.56,0,45.31,68.72,92.1,188.69
59,2025-10-27 00:14:00,3038,2103.97,71.15,5,77.18,13,3.49,4.32,2.53,51.02,0,62.87,75.99,95.29,359.83
60,2025-11-06 00:14:00,1462,602.39,78.27,6,93.09,8,7.1,7.94,1.02,45.17,0,58.3,78.38,63.7,288.37
61,2025-10-16 00:14:00,2309,5880.03,97.12,1,85.52,8,8.31,9.28,3.75,32.19,0,46.14,65.07,147.74,249.91
62,2025-10-21 00:14:00,1624,3995.89,66.28,6,80.51,13,4.03,8.25,0.93,27.7,0,66.23,75.2,126.3,304.48
63,2025-10-07 00:14:00,1117,2957.53,63.86,4,78.35,11,3.78,7.77,3.03,52.27,0,48.06,60.34,128.92,368.27
64,2025-10-06 00:14:00,3426,6416.71,94.71,5,84.05,11,5.98,5.4,0.92,44.38,2,37.23,57.31,90.84,178.06
65,2025-11-04 00:14:00,4409,5487.6,77.91,8,89.61,12,4.28,8.47,2.68,44.47,1,38.62,78.67,48.12,238.74
66,2025-11-12 00:14:00,1101,3871.84,73.31,6,84.36,2,4.72,6.49,4.64,56.96,0,35.32,71.16,158.59,131.08
67,2025-10-22 00:14:00,3062,2439.39,90.4,4,92.56,13,6.48,3.62,3.36,61.73,0,45.91,77.02,98.17,259.63
68,2025-11-07 00:14:00,1849,6744.91,73.94,3,77.74,13,1.18,10.39,2.14,47.27,0,68.51,74.82,77.54,268.27
69,2025-10-28 00:14:00,2012,6300.4,98.26,0,84.94,4,7.64,9.92,2.97,46.59,0,37.92,65.24,112.5,248.04
70,2025-10-14 00:14:00,1907,4801.65,86.78,3,78.74,8,5.15,8.1,3.02,55.0,0,52.83,74.55,135.01,217.27
71,2025-10-28 00:14:00,1636,8693.27,75.12,4,86.82,9,4.18,8.46,3.47,36.43,0,40.15,62.67,99.31,147.52
72,2025-11-15 00:14:00,2548,2859.83,100.0,3,89.43,9,4.82,10.15,1.63,52.23,0,46.1,88.91,138.36,268.68
73,2025-10-23 00:14:00,1669,1948.95,73.94,4,82.9,11,4.92,8.45,3.59,55.52,0,27.35,61.44,132.49,322.77
74,2025-11-15 00:14:00,2770,3616.18,87.42,5,71.98,17,1.54,9.81,0.3,56.8,0,46.69,73.04,67.71,220.45
75,2025-09-14 00:14:00,2449,4908.83,82.99,4,85.99,15,7.99,7.41,2.37,30.63,1,47.09,64.58,79.79,272.0
76,2025-11-04 00:14:00,2261,5486.68,93.02,3,87.18,3,5.08,10.62,2.51,42.39,0,58.1,80.7,128.73,171.59
77,2025-10-24 00:14:00,1592,4517.53,95.62,5,87.02,13,5.89,8.64,3.63,41.22,0,53.35,71.69,18.62,272.86
78,2025-10-19 00:14:00,1923,5704.11,80.32,5,91.18,16,6.9,8.39,3.02,51.0,0,32.02,69.81,95.52,230.33
79,2025-10-24 00:14:00,3255,2496.92,72.47,2,79.64,11,2.96,5.46,1.59,54.81,0,66.26,83.53,57.08,211.88
80,2025-09-24 00:14:00,3000,7887.53,84.6,7,88.4,15,5.95,8.57,2.02,64.97,0,53.15,75.29,85.7,211.98
81,2025-10-20 00:14:00,1522,4835.7,73.22,4,90.96,20,4.46,6.34,3.2,45.05,1,52.98,80.17,91.04,230.32
82,2025-10-28 00:14:00,2599,7234.59,100.0,5,76.11,15,6.69,6.72,2.92,45.02,0,49.86,65.19,89.25,269.12
83,2025-11-14 00:14:00,3251,5685.45,81.37,6,86.6,11,0.75,6.37,2.42,61.5,0,42.23,60.95,83.43,184.39
84,2025-10-16 00:14:00,830,5913.51,76.35,5,82.48,15,4.8,5.87,2.52,52.97,0,53.27,76.07,67.09,230.14
85,2025-10-11 00:14:00,3043,6139.53,81.85,6,84.59,10,3.79,12.25,3.7,62.68,0,57.13,71.81,168.76,247.93
86,2025-10-16 00:14:00,1837,5895.42,66.53,5,86.74,10,5.86,10.66,2.48,52.89,0,23.8,81.26,156.02,195.05
87,2025-11-05 00:14:00,3070,6285.45,70.28,3,82.56,8,5.94,11.84,2.91,38.43,0,41.92,74.2,65.14,339.83
88,2025-10-27 00:14:00,1736,7658.31,92.0,5,81.62,17,3.58,5.55,5.17,36.67,0,46.18,77.05,147.46,207.33
89,2025-10-16 00:14:00,695,5393.04,73.43,2,85.17,5,3.58,8.14,1.58,34.48,0,53.84,58.77,88.02,216.53
90,2025-10-30 00:14:00,872,6418.01,69.53,5,79.56,17,4.78,5.41,1.15,56.62,0,67.9,93.88,103.88,201.08
91,2025-10-24 00:14:00,2548,4820.53,85.37,4,79.57,12,3.21,6.61,3.78,61.89,0,38.42,73.36,98.1,339.92
92,2025-11-06 00:14:00,2759,7880.23,91.86,4,88.4,3,6.68,6.16,2.32,68.49,0,42.53,81.98,80.21,277.65
93,2025-10-13 00:14:00,1595,3647.22,87.19,4,79.26,11,4.26,10.48,2.68,58.43,0,42.31,66.64,129.52,203.17
94,2025-10-19 00:14:00,3138,8601.88,89.96,1,88.33,0,0.0,7.21,2.22,61.63,0,37.98,78.08,103.78,305.31
95,2025-10-18 00:14:00,838,4919.68,72.43,3,87.31,13,4.25,10.14,2.74,44.2,0,44.79,61.97,85.7,260.03
96,2025-10-02 00:14:00,2433,2138.45,65.78,5,76.37,14,2.92,9.21,4.6,38.44,0,61.56,79.52,60.86,262.86
97,2025-10-27 00:14:00,1288,5256.21,95.01,5,81.61,7,1.74,12.61,3.8,58.5,0,34.19,71.44,73.19,232.78
98,2025-10-26 00:14:00,1848,3637.9,76.77,2,90.97,10,2.53,5.04,3.86,54.18,0,56.42,75.29,50.76,212.53
99,2025-10-23 00:14:00,2547,6681.29,77.49,7,80.09,19,5.22,10.52,1.58,51.07,0,24.47,81.98,100.37,266.89
100,2025-10-20 00:14:00,1639,3694.75,93.28,3,82.68,7,7.66,10.29,1.85,53.87,0,41.58,62.67,64.1,222.75
101,2025-10-02 00:14:00,2115,4107.63,85.56,6,87.31,4,5.63,6.05,0.16,53.23,0,45.06,68.16,92.03,340.84
102,2025-10-17 00:14:00,3506,1220.92,84.56,5,88.92,17,3.79,10.01,2.19,62.84,0,75.12,79.57,141.1,186.54
103,2025-10-18 00:14:00,1923,4095.39,100.0,3,83.74,19,5.91,8.67,3.96,62.95,0,45.88,95.98,135.98,326.81
104,2025-10-11 00:14:00,3335,152.24,73.56,8,82.01,10,4.08,7.55,3.52,55.44,0,16.98,73.62,99.03,244.43
105,2025-10-21 00:14:00,1370,1832.19,89.28,2,92.11,15,3.61,6.35,2.78,58.46,1,20.02,80.91,97.39,264.95
106,2025-10-29 00:14:00,3029,6520.83,80.57,6,93.69,16,2.69,6.56,2.98,55.14,0,50.51,73.93,156.4,291.66
107,2025-11-20 00:14:00,3941,6571.6,82.69,7,89.89,6,1.5,12.1,2.31,45.39,0,59.21,94.42,115.62,218.49
108,2025-10-25 00:14:00,28,5850.92,95.28,3,85.43,7,4.22,8.0,3.2,57.57,0,55.63,57.53,90.17,293.21
109,2025-10-26 00:14:00,1703,3066.05,85.08,7,80.96,16,5.32,9.56,3.77,36.06,0,52.51,75.95,57.22,114.62
110,2025-10-22 00:14:00,3077,4904.58,85.38,4,80.85,18,4.81,6.42,1.38,60.54,1,67.43,58.74,111.82,214.0
111,2025-09-25 00:14:00,2296,4992.79,90.73,5,87.61,12,4.17,6.44,3.3,38.05,0,41.91,50.0,124.88,203.8
112,2025-10-23 00:14:00,2871,2683.27,76.35,5,87.09,5,3.11,10.16,3.93,52.86,1,63.42,77.97,81.05,187.32
113,2025-10-23 00:14:00,1896,8006.8,71.61,4,92.01,19,6.22,5.3,2.58,41.55,1,25.52,76.39,108.74,239.25
114,2025-11-28 00:14:00,2586,6754.72,69.55,6,88.25,7,2.37,7.17,3.7,55.53,1,36.43,72.15,89.09,269.29
115,2025-10-21 00:14:00,2344,4558.07,60.34,6,77.48,8,6.55,8.07,5.81,49.66,0,22.89,73.94,94.48,285.13
116,2025-10-27 00:14:00,3667,5053.77,100.0,1,90.26,11,3.0,8.22,2.9,34.05,0,45.88,100.0,25.37,262.04
117,2025-10-23 00:14:00,2754,5416.77,68.97,7,80.01,17,3.5,7.64,3.39,54.21,1,49.31,72.42,93.35,216.72
118,2025-10-06 00:14:00,2837,916.53,77.79,1,83.08,14,2.07,8.79,2.26,44.22,0,51.71,80.1,129.08,268.45
119,2025-11-09 00:14:00,2088,4505.65,77.23,7,86.25,12,4.0,9.39,3.18,58.81,0,50.93,68.51,81.06,256.21
120,2025-11-03 00:14:00,2012,3636.03,83.07,7,94.98,12,6.95,9.47,3.46,50.01,0,36.09,77.95,101.58,296.8
121,2025-11-03 00:14:00,2067,2996.76,88.16,2,100.0,10,6.03,6.03,3.19,53.95,0,47.15,72.62,77.32,288.85
122,2025-10-10 00:14:00,2894,4437.8,88.6,4,88.03,12,6.96,7.43,1.98,40.42,0,27.54,70.89,110.81,251.52
123,2025-11-13 00:14:00,2079,8595.37,74.17,2,84.08,0,6.04,10.39,3.21,44.11,0,70.45,93.19,93.5,205.14
124,2025-10-02 00:14:00,2789,6281.69,78.33,4,87.67,8,2.79,9.79,4.46,45.41,1,45.45,86.77,71.82,217.35
125,2025-10-31 00:14:00,4575,3857.64,82.83,4,89.44,11,4.34,5.25,3.45,58.57,0,42.67,76.37,139.98,222.51
126,2025-11-24 00:14:00,3371,6145.17,77.51,6,83.4,4,3.44,8.7,3.96,66.77,1,73.83,51.96,127.87,234.24
127,2025-10-09 00:14:00,2173,7798.71,96.07,7,93.98,11,7.66,4.04,2.76,41.95,1,31.37,71.39,81.85,263.4
128,2025-10-15 00:14:00,3701,6849.27,84.91,7,86.15,8,2.61,8.09,3.75,60.77,0,33.12,100.0,114.93,285.76
129,2025-10-24 00:14:00,2091,5119.26,87.35,3,87.49,18,6.79,11.8,3.28,28.3,0,33.56,72.69,116.12,247.44
130,2025-10-16 00:14:00,461,3706.13,86.63,4,88.33,17,6.79,6.1,2.05,38.06,0,48.98,86.03,119.27,250.81
131,2025-09-30 00:14:00,1491,6396.45,91.73,1,87.11,7,8.66,6.33,3.32,40.41,1,56.47,89.42,49.17,257.17
132,2025-10-24 00:14:00,629,5786.97,81.81,3,89.19,9,4.18,9.53,2.01,36.47,0,61.1,77.19,130.2,224.2
133,2025-10-08 00:14:00,2148,6790.39,67.03,6,81.91,9,6.42,4.91,2.37,34.16,0,88.58,66.58,82.91,203.73
134,2025-10-30 00:14:00,2518,6270.34,84.0,8,82.21,7,9.56,6.73,3.19,54.13,0,16.26,50.65,89.27,162.23
135,2025-10-10 00:14:00,4176,7099.11,73.49,2,79.5,10,3.76,9.19,3.3,47.86,0,59.13,81.84,179.14,215.24
136,2025-11-15 00:14:00,2826,3929.53,74.71,3,87.2,6,1.93,6.73,1.81,53.79,0,41.64,66.85,109.06,273.66
137,2025-10-12 00:14:00,2280,7634.79,85.86,4,88.89,4,1.24,7.53,4.05,56.9,0,41.2,76.76,88.41,214.85
138,2025-10-19 00:14:00,3329,5395.2,92.38,5,87.29,13,6.43,9.49,3.57,52.66,1,40.7,62.5,33.84,238.11
139,2025-11-04 00:14:00,288,9150.52,80.21,3,93.37,13,1.23,8.84,2.3,56.58,1,36.37,72.35,141.69,273.32
140,2025-10-05 00:14:00,2735,3621.62,83.09,5,84.97,5,4.26,8.53,1.46,49.3,0,75.27,75.34,59.64,276.03
141,2025-10-26 00:14:00,3270,8471.93,97.02,4,88.34,14,5.87,7.32,2.86,38.13,0,62.63,77.69,69.9,196.02
142,2025-11-11 00:14:00,1021,5395.82,82.41,4,79.54,6,5.37,8.74,2.55,60.58,0,50.35,63.85,90.06,299.85
143,2025-09-29 00:14:00,3643,3697.16,100.0,6,83.06,11,5.85,7.75,3.11,44.11,0,70.27,86.97,142.49,306.37
144,2025-10-25 00:14:00,2838,4032.23,85.66,5,88.48,14,5.44,8.92,2.64,40.64,0,27.31,69.03,123.2,193.51
145,2025-10-26 00:14:00,2084,4359.31,62.39,4,89.25,9,7.56,7.01,0.99,48.22,1,30.04,58.26,95.26,208.81
146,2025-11-03 00:14:00,3132,5848.33,87.53,4,83.53,12,3.1,7.63,2.61,40.87,0,17.33,73.91,109.25,309.55
147,2025-10-05 00:14:00,4770,6045.67,83.81,4,84.64,7,3.65,6.02,2.69,45.83,0,39.51,75.34,81.99,242.66
148,2025-10-04 00:14:00,2681,3852.6,92.9,4,77.41,9,3.45,7.93,3.63,53.44,0,52.43,76.61,104.19,139.01
149,2025-10-30 00:14:00,2748,4951.29,86.73,4,83.21,8,6.66,6.38,2.3,53.48,0,51.54,88.62,102.2,180.02
150,2025-10-27 00:14:00,2040,9284.54,78.62,8,89.45,6,6.8,5.77,4.68,41.02,0,52.24,72.64,129.06,237.53
151,2025-10-26 00:14:00,1650,8455.09,67.76,6,87.88,9,5.9,8.52,1.09,45.12,1,28.83,73.8,129.02,191.85
152,2025-10-28 00:14:00,3330,5872.65,77.91,4,87.5,2,7.37,8.43,4.31,60.74,0,62.05,63.97,114.82,229.33
153,2025-10-13 00:14:00,1643,5076.01,71.49,6,85.25,7,2.64,9.57,2.78,54.96,0,53.59,83.21,89.13,251.62
154,2025-10-26 00:14:00,2571,5240.06,74.19,4,85.04,8,8.33,7.14,3.86,70.75,0,61.0,76.84,122.25,323.11
155,2025-10-27 00:14:00,2022,6227.04,85.89,7,81.7,8,8.05,8.82,3.08,61.8,0,21.61,70.8,97.24,235.48
156,2025-10-13 00:14:00,2978,2954.41,96.7,5,88.49,8,6.47,9.1,4.14,61.44,0,54.67,55.95,67.54,303.63
157,2025-11-19 00:14:00,2833,4485.25,83.95,4,87.1,9,8.56,8.89,2.61,36.12,0,32.18,89.44,87.9,321.44
158,2025-10-30 00:14:00,3537,1662.83,68.04,5,87.46,12,1.69,6.35,1.9,57.64,0,44.04,62.72,102.54,321.72
159,2025-10-06 00:14:00,1989,5798.45,84.45,1,82.37,14,3.95,8.3,4.42,49.47,0,58.02,69.09,127.31,264.24
160,2025-11-01 00:14:00,2230,6294.39,91.97,2,74.23,6,3.53,8.73,2.89,44.49,0,51.37,78.58,94.49,151.84
161,2025-10-09 00:14:00,1521,4033.63,73.9,2,90.49,3,6.44,8.01,3.22,51.68,1,37.23,63.03,63.72,273.04
162,2025-11-03 00:14:00,2055,8147.97,78.66,5,82.61,4,2.9,3.83,4.23,59.45,0,50.09,60.06,101.7,302.42
163,2025-11-09 00:14:00,2877,2548.47,80.15,8,80.69,7,6.51,8.32,1.97,55.01,1,27.03,53.76,103.4,245.95
164,2025-10-11 00:14:00,3256,2071.25,72.15,9,88.47,8,7.74,12.43,3.6,41.22,1,67.25,82.21,105.58,337.23
165,2025-11-06 00:14:00,1577,5448.9,86.48,6,83.04,6,6.39,7.28,2.41,57.42,0,46.92,69.55,127.6,292.99
166,2025-10-29 00:14:00,3369,7094.2,78.79,6,90.3,3,5.57,6.54,2.87,43.62,0,66.78,100.0,130.57,278.41
167,2025-11-04 00:14:00,3855,8367.86,84.2,1,88.09,7,3.02,8.75,3.07,52.17,0,42.1,65.06,82.17,304.32
168,2025-11-20 00:14:00,2913,4082.23,71.13,3,88.42,10,3.31,8.62,1.5,46.97,0,42.15,65.79,81.52,266.67
169,2025-10-20 00:14:00,4376,7157.36,75.63,3,78.17,12,7.5,10.39,2.22,47.81,0,38.54,69.35,68.79,125.36
170,2025-10-12 00:14:00,1726,4922.98,87.22,3,91.06,7,6.56,5.48,4.35,57.66,1,63.14,77.43,120.96,225.04
171,2025-10-10 00:14:00,1255,4654.75,76.27,4,86.31,7,4.92,9.46,3.89,39.6,0,39.36,70.3,143.46,309.86
172,2025-10-11 00:14:00,721,6767.32,97.27,4,83.15,5,4.16,9.18,2.94,69.45,0,59.67,81.12,90.55,209.62
173,2025-10-22 00:14:00,3996,6304.65,76.0,1,85.72,9,0.95,7.72,3.24,31.79,0,44.26,65.21,92.76,238.83
174,2025-10-28 00:14:00,3154,1847.22,82.25,6,76.12,5,2.86,8.68,2.71,44.02,0,20.36,61.18,144.0,197.76
175,2025-10-27 00:14:00,2444,7953.08,89.33,2,87.04,12,8.82,10.06,4.36,53.7,0,41.45,57.02,115.17,339.2
176,2025-11-04 00:14:00,2779,7760.18,65.82,5,79.85,1,2.44,9.74,2.8,55.84,0,32.31,52.76,113.09,334.07
177,2025-10-23 00:14:00,1374,3748.87,62.39,9,78.24,8,5.38,5.71,3.23,49.0,0,50.51,69.82,64.27,205.81
178,2025-11-13 00:14:00,4945,5791.61,64.74,3,77.39,11,7.01,9.64,4.15,49.43,0,32.14,71.99,120.36,257.36
179,2025-10-20 00:14:00,2629,5988.06,92.63,0,90.56,10,2.49,7.87,2.22,54.11,1,63.89,68.69,72.13,215.98
180,2025-12-02 00:14:00,2609,5521.35,74.48,4,81.85,23,5.37,8.15,4.56,47.69,0,48.63,87.43,65.98,280.75
181,2025-11-01 00:14:00,3225,3899.39,100.0,7,92.67,11,6.88,8.15,1.47,63.93,0,47.34,87.28,89.6,275.48
182,2025-10-11 00:14:00,2981,3656.75,74.36,8,82.32,4,5.02,7.7,4.63,58.39,0,59.84,71.65,82.43,290.59
183,2025-10-07 00:14:00,2723,4948.89,81.85,2,76.46,9,10.74,10.38,2.63,58.73,1,64.46,57.06,93.35,266.6
184,2025-10-30 00:14:00,1709,7345.46,95.42,5,79.42,1,1.66,7.83,2.76,40.34,0,49.7,69.33,56.77,396.77
185,2025-10-20 00:14:00,2971,6087.2,100.0,4,91.18,9,7.12,5.76,1.11,49.21,0,38.43,69.0,128.76,198.6
186,2025-11-02 00:14:00,4382,4258.77,100.0,4,84.22,5,4.65,7.21,2.55,47.0,0,23.39,68.43,133.83,164.47
187,2025-10-30 00:14:00,3845,6543.4,92.08,10,82.26,14,6.54,8.36,1.96,39.94,0,39.71,68.02,41.58,230.35
188,2025-10-22 00:14:00,4093,100.0,90.24,1,85.8,7,5.88,10.46,2.39,53.6,0,40.74,68.47,129.35,171.6
189,2025-10-11 00:14:00,1988,7297.53,85.93,5,87.51,9,3.53,9.21,2.86,44.62,0,51.61,71.13,75.68,175.38
190,2025-10-01 00:14:00,1510,1520.57,87.78,5,90.59,6,5.46,6.3,3.96,56.55,0,44.82,68.64,125.71,199.93
191,2025-10-17 00:14:00,2374,4275.12,74.49,7,92.24,18,1.28,12.97,3.21,39.3,2,60.32,77.08,97.95,203.89
192,2025-11-04 00:14:00,2555,2760.66,71.82,5,83.2,8,6.21,8.53,3.31,67.19,0,40.81,78.6,100.86,202.27
193,2025-10-26 00:14:00,3594,2410.64,79.97,5,78.37,19,5.6,10.55,1.9,41.04,0,49.14,65.89,94.45,275.91
194,2025-10-05 00:14:00,807,7321.65,78.3,4,82.93,14,6.28,7.7,2.12,52.19,0,67.76,87.71,136.36,224.69
195,2025-10-25 00:14:00,4029,4064.6,75.47,5,86.3,12,7.12,9.07,4.8,57.92,0,55.13,65.2,62.81,241.02
196,2025-10-28 00:14:00,2341,5693.01,86.96,4,80.18,11,5.74,9.68,2.26,44.29,0,49.1,58.82,118.24,294.71
197,2025-10-10 00:14:00,2073,4906.16,89.55,6,80.21,11,5.3,10.44,4.66,58.52,0,40.97,78.81,133.04,211.68
198,2025-10-25 00:14:00,1487,5954.08,80.88,4,86.72,0,3.24,10.11,2.76,37.71,0,40.5,66.83,121.49,236.77
199,2025-10-23 00:14:00,845,5153.64,94.78,5,84.76,8,3.58,9.74,3.0,64.52,0,37.24,78.21,169.74,268.29
200,2025-10-06 00:14:00,3323,2434.02,68.58,4,85.16,14,7.37,7.37,4.07,50.14,1,41.88,50.96,84.13,152.92
